팩토링ID,채권ID,법인명,고객ID,통화,팩토링사,팩토링실행일,팩토링금액,수수료율,실수령액,상환유형
FT1193,AR1541,중국법인,OC151,CNY,HSBC Trade Finance,2025-06-01,325547.72,0.0346,314283.77,소구
FT1194,AR1545,중국법인,OC152,CNY,우리은행 무역금융,2025-07-15,1572946.63,0.0434,1504680.75,소구
FT1195,AR1546,중국법인,OC152,CNY,우리은행 무역금융,2025-04-22,831809.12,0.0232,812511.15,소구
FT1196,AR1547,중국법인,OC152,CNY,HSBC Trade Finance,2025-05-14,2186214.18,0.0177,2147518.19,소구
FT1197,AR1548,중국법인,OC152,CNY,IBK기업은행,2025-05-20,89699.84,0.017,88174.94,비소구
FT1198,AR1549,중국법인,OC152,CNY,우리은행 무역금융,2025-04-28,300535.48,0.037,289415.67,비소구
FT1199,AR1550,중국법인,OC152,CNY,신한팩토링,2025-02-12,440428.68,0.0339,425498.15,소구
FT1200,AR1551,미국법인,OC153,USD,BNP Paribas Factor,2025-04-16,11636.84,0.0221,11379.67,소구
FT1201,AR1552,미국법인,OC153,USD,HSBC Trade Finance,2025-02-11,78645.85,0.0348,75908.97,소구
FT1202,AR1553,미국법인,OC153,USD,IBK기업은행,2025-03-14,70153.8,0.0243,68449.06,비소구
FT1203,AR1555,미국법인,OC153,USD,BNP Paribas Factor,2025-04-13,5588.61,0.0401,5364.51,소구
FT1204,AR1555,미국법인,OC153,USD,IBK기업은행,2025-04-16,3500.85,0.045,3343.31,비소구
FT1205,AR1558,미국법인,OC154,USD,신한팩토링,2025-07-19,103649.73,0.0308,100457.32,소구
FT1206,AR1559,미국법인,OC154,USD,HSBC Trade Finance,2025-05-11,40912.99,0.0209,40057.91,비소구
FT1207,AR1561,미국법인,OC154,USD,BNP Paribas Factor,2025-05-26,20425.61,0.026,19894.54,소구
FT1208,AR1562,미국법인,OC154,USD,우리은행 무역금융,2025-07-29,91983.21,0.0433,88000.34,비소구
FT1209,AR1563,미국법인,OC154,USD,BNP Paribas Factor,2025-05-19,44423.95,0.0246,43331.12,소구
FT1210,AR1564,싱가포르법인,OC155,SGD,IBK기업은행,2025-08-02,24496.49,0.017,24080.05,소구
FT1211,AR1566,싱가포르법인,OC155,SGD,BNP Paribas Factor,2025-05-15,109714.5,0.0415,105161.35,소구
FT1212,AR1568,싱가포르법인,OC155,SGD,BNP Paribas Factor,2025-01-27,45393.79,0.0316,43959.35,비소구
FT1213,AR1568,싱가포르법인,OC155,SGD,IBK기업은행,2025-01-22,13733.76,0.0245,13397.28,소구
FT1214,AR1569,싱가포르법인,OC155,SGD,IBK기업은행,2025-04-07,51314.93,0.0207,50252.71,소구
FT1215,AR1570,싱가포르법인,OC155,SGD,IBK기업은행,2025-04-29,49914.97,0.0235,48741.97,비소구
FT1216,AR1571,싱가포르법인,OC155,SGD,HSBC Trade Finance,2025-05-30,60333.96,0.0395,57950.77,비소구
FT1217,AR1573,싱가포르법인,OC155,SGD,신한팩토링,2025-02-23,62685.47,0.023,61243.7,소구
FT1218,AR1575,독일법인,OC156,EUR,BNP Paribas Factor,2025-05-08,6950.46,0.0246,6779.48,비소구
FT1219,AR1577,독일법인,OC156,EUR,BNP Paribas Factor,2025-03-11,73741.2,0.0373,70990.65,소구
FT1220,AR1578,독일법인,OC156,EUR,HSBC Trade Finance,2025-04-19,19676.86,0.0286,19114.1,비소구
FT1221,AR1579,독일법인,OC156,EUR,IBK기업은행,2025-06-01,47522.78,0.0428,45488.81,비소구
FT1222,AR1580,독일법인,OC156,EUR,신한팩토링,2025-07-04,18956.74,0.0309,18370.98,소구
FT1223,AR1582,독일법인,OC157,EUR,BNP Paribas Factor,2025-04-19,61578.83,0.0416,59017.15,소구
FT1224,AR1583,독일법인,OC157,EUR,IBK기업은행,2025-04-08,34359.95,0.0429,32885.91,비소구
FT1225,AR1584,독일법인,OC157,EUR,IBK기업은행,2025-03-24,37395.5,0.0178,36729.86,비소구
FT1226,AR1586,독일법인,OC157,EUR,HSBC Trade Finance,2025-07-11,35104.25,0.032,33980.91,소구
FT1227,AR1588,독일법인,OC157,EUR,신한팩토링,2025-03-21,7118.39,0.0383,6845.76,소구
FT1228,AR1589,싱가포르법인,OC158,SGD,BNP Paribas Factor,2025-03-12,14573.18,0.0361,14047.09,비소구
FT1229,AR1591,싱가포르법인,OC158,SGD,BNP Paribas Factor,2025-04-22,49096.21,0.0334,47456.4,비소구
FT1230,AR1592,싱가포르법인,OC158,SGD,IBK기업은행,2025-05-06,27066.16,0.0281,26305.6,소구
FT1231,AR1592,싱가포르법인,OC158,SGD,IBK기업은행,2025-05-10,29423.92,0.0344,28411.74,소구
FT1232,AR1594,싱가포르법인,OC158,SGD,HSBC Trade Finance,2025-08-04,85334.22,0.0328,82535.26,비소구
FT1233,AR1596,싱가포르법인,OC158,SGD,HSBC Trade Finance,2025-07-02,63931.2,0.0191,62710.11,비소구
FT1234,AR1597,싱가포르법인,OC158,SGD,우리은행 무역금융,2025-08-07,58304.52,0.0312,56485.42,소구
FT1235,AR1599,싱가포르법인,OC159,SGD,IBK기업은행,2025-07-23,15596.91,0.0341,15065.06,비소구
FT1236,AR1600,싱가포르법인,OC159,SGD,HSBC Trade Finance,2025-07-13,56326.66,0.038,54186.25,소구
FT1237,AR1602,싱가포르법인,OC159,SGD,HSBC Trade Finance,2025-08-05,21952.91,0.0447,20971.61,소구
FT1238,AR1603,싱가포르법인,OC159,SGD,IBK기업은행,2025-07-04,19240.32,0.0305,18653.49,비소구
FT1239,AR1605,싱가포르법인,OC159,SGD,HSBC Trade Finance,2025-01-27,60935.29,0.0404,58473.5,비소구
FT1240,AR1607,싱가포르법인,OC159,SGD,신한팩토링,2025-06-15,37951.64,0.0382,36501.89,비소구
FT1241,AR1608,싱가포르법인,OC159,SGD,HSBC Trade Finance,2025-02-18,49897.15,0.0304,48380.28,비소구
FT1242,AR1610,싱가포르법인,OC159,SGD,우리은행 무역금융,2025-03-10,41537.89,0.0433,39739.3,소구
FT1243,AR1611,중국법인,OC160,CNY,HSBC Trade Finance,2025-07-05,524631.29,0.0386,504380.52,소구
FT1244,AR1613,중국법인,OC160,CNY,BNP Paribas Factor,2025-02-14,882816.44,0.0217,863659.32,소구
FT1245,AR1615,중국법인,OC160,CNY,IBK기업은행,2025-08-15,168627.55,0.0412,161680.09,소구
FT1246,AR1616,중국법인,OC160,CNY,HSBC Trade Finance,2025-04-11,744280.6,0.0319,720538.05,비소구
FT1247,AR1617,중국법인,OC160,CNY,HSBC Trade Finance,2025-03-16,689578.41,0.0308,668339.39,비소구
FT1248,AR1621,중국법인,OC160,CNY,우리은행 무역금융,2025-02-23,1353249.93,0.0337,1307645.41,비소구
FT1249,AR1622,중국법인,OC160,CNY,BNP Paribas Factor,2025-06-12,409079.03,0.0155,402738.31,비소구
FT1250,AR1624,중국법인,OC161,CNY,신한팩토링,2025-04-05,282218.95,0.0267,274683.7,비소구
FT1251,AR1624,중국법인,OC161,CNY,IBK기업은행,2025-03-23,86640.76,0.0289,84136.84,소구
FT1252,AR1625,중국법인,OC161,CNY,IBK기업은행,2025-06-13,45064.64,0.0173,44285.02,비소구
FT1253,AR1626,중국법인,OC161,CNY,IBK기업은행,2025-08-04,1653914.43,0.0329,1599500.65,소구
FT1254,AR1628,중국법인,OC161,CNY,BNP Paribas Factor,2025-05-11,459228.07,0.0376,441961.09,소구
FT1255,AR1628,중국법인,OC161,CNY,우리은행 무역금융,2025-05-27,250243.73,0.042,239733.49,소구
FT1256,AR1629,중국법인,OC161,CNY,BNP Paribas Factor,2025-02-16,1250522.37,0.0181,1227887.92,비소구
FT1257,AR1630,중국법인,OC161,CNY,우리은행 무역금융,2025-02-01,354892.18,0.0288,344671.29,소구
FT1258,AR1631,중국법인,OC161,CNY,HSBC Trade Finance,2025-06-11,1231415.11,0.0156,1212205.03,비소구
FT1259,AR1634,독일법인,OC162,EUR,BNP Paribas Factor,2025-05-13,55602.85,0.0351,53651.19,소구
FT1260,AR1636,독일법인,OC162,EUR,BNP Paribas Factor,2025-08-04,62145.67,0.0216,60803.32,비소구
FT1261,AR1641,독일법인,OC162,EUR,IBK기업은행,2025-05-14,43509.01,0.0399,41773.0,비소구
FT1262,AR1642,중국법인,OC163,CNY,HSBC Trade Finance,2025-03-29,453779.42,0.0352,437806.38,비소구
FT1263,AR1642,중국법인,OC163,CNY,BNP Paribas Factor,2025-04-01,182815.24,0.0228,178647.05,소구
FT1264,AR1643,중국법인,OC163,CNY,IBK기업은행,2025-02-12,1708379.71,0.0252,1665328.54,비소구
FT1265,AR1644,중국법인,OC163,CNY,IBK기업은행,2025-07-17,545182.88,0.0345,526374.07,소구
FT1266,AR1649,중국법인,OC163,CNY,IBK기업은행,2025-08-31,1087171.37,0.0161,1069667.91,비소구
FT1267,AR1650,중국법인,OC163,CNY,BNP Paribas Factor,2025-04-29,1067005.31,0.0261,1039156.47,소구
FT1268,AR1651,중국법인,OC163,CNY,IBK기업은행,2025-03-30,254081.02,0.0389,244197.27,비소구
FT1269,AR1651,중국법인,OC163,CNY,HSBC Trade Finance,2025-04-06,302658.39,0.035,292065.35,소구
FT1270,AR1653,중국법인,OC163,CNY,신한팩토링,2025-04-19,1482281.18,0.0166,1457675.31,비소구
FT1271,AR1657,베트남법인,OC164,VND,BNP Paribas Factor,2025-07-27,953711.07,0.0155,938928.55,비소구
FT1272,AR1658,베트남법인,OC164,VND,신한팩토링,2025-02-19,1056412.47,0.0161,1039404.23,소구
FT1273,AR1660,베트남법인,OC164,VND,신한팩토링,2025-05-03,1050117.29,0.0383,1009897.8,소구
FT1274,AR1661,베트남법인,OC164,VND,IBK기업은행,2025-04-17,427195.22,0.0302,414293.92,비소구
FT1275,AR1662,베트남법인,OC164,VND,HSBC Trade Finance,2025-04-05,166344.85,0.0297,161404.41,비소구
FT1276,AR1663,베트남법인,OC164,VND,IBK기업은행,2025-05-29,1663571.14,0.0339,1607176.08,소구
FT1277,AR1665,베트남법인,OC164,VND,신한팩토링,2025-07-12,923808.24,0.026,899789.23,소구
FT1278,AR1666,베트남법인,OC164,VND,BNP Paribas Factor,2025-02-23,300995.38,0.0377,289647.85,비소구
FT1279,AR1668,베트남법인,OC164,VND,신한팩토링,2025-03-06,867951.53,0.0246,846599.92,소구
FT1280,AR1668,베트남법인,OC164,VND,HSBC Trade Finance,2025-02-25,963442.08,0.0233,940993.88,소구
FT1281,AR1670,중국법인,OC165,CNY,신한팩토링,2025-08-23,2120307.1,0.0418,2031678.26,소구
FT1282,AR1671,중국법인,OC165,CNY,신한팩토링,2025-06-28,139249.12,0.0187,136645.16,소구
FT1283,AR1672,중국법인,OC165,CNY,신한팩토링,2025-04-29,1618640.1,0.0367,1559236.01,비소구
FT1284,AR1674,중국법인,OC165,CNY,우리은행 무역금융,2025-01-31,1849511.66,0.019,1814370.94,소구
FT1285,AR1675,중국법인,OC165,CNY,신한팩토링,2025-02-20,678257.21,0.0235,662318.17,소구
FT1286,AR1676,중국법인,OC165,CNY,HSBC Trade Finance,2025-05-08,1443905.95,0.0177,1418348.81,비소구
FT1287,AR1678,중국법인,OC165,CNY,HSBC Trade Finance,2025-04-14,591285.89,0.0246,576740.26,소구
FT1288,AR1680,중국법인,OC165,CNY,우리은행 무역금융,2025-02-23,591319.86,0.0309,573048.08,소구
FT1289,AR1683,베트남법인,OC166,VND,IBK기업은행,2025-04-20,674108.44,0.0255,656918.67,소구
FT1290,AR1684,베트남법인,OC166,VND,우리은행 무역금융,2025-04-09,1763904.39,0.0199,1728802.69,비소구
FT1291,AR1685,베트남법인,OC166,VND,IBK기업은행,2025-01-16,757501.61,0.0252,738412.57,소구
FT1292,AR1686,베트남법인,OC166,VND,우리은행 무역금융,2025-03-27,1410405.56,0.0442,1348065.63,소구
FT1293,AR1686,베트남법인,OC166,VND,IBK기업은행,2025-04-09,363138.67,0.016,357328.45,소구
FT1294,AR1687,베트남법인,OC166,VND,IBK기업은행,2025-06-25,49008.27,0.0416,46969.53,비소구
FT1295,AR1689,베트남법인,OC166,VND,BNP Paribas Factor,2025-06-04,1170044.58,0.0266,1138921.39,비소구
FT1296,AR1692,베트남법인,OC166,VND,IBK기업은행,2025-03-22,899529.19,0.0378,865526.99,소구
FT1297,AR1695,베트남법인,OC166,VND,우리은행 무역금융,2025-06-06,1147184.26,0.0221,1121831.49,소구
FT1298,AR1696,중국법인,OC167,CNY,HSBC Trade Finance,2025-02-09,1420968.19,0.0395,1364839.95,소구
FT1299,AR1697,중국법인,OC167,CNY,HSBC Trade Finance,2025-04-23,1052048.27,0.0325,1017856.7,비소구
FT1300,AR1698,중국법인,OC167,CNY,IBK기업은행,2025-03-18,1761588.97,0.0252,1717196.93,소구
FT1301,AR1700,중국법인,OC167,CNY,IBK기업은행,2025-04-27,687442.35,0.0348,663519.36,비소구
FT1302,AR1701,중국법인,OC167,CNY,신한팩토링,2025-06-18,658014.66,0.0376,633273.31,소구
FT1303,AR1702,중국법인,OC167,CNY,BNP Paribas Factor,2025-03-28,2071185.87,0.0409,1986474.37,비소구
FT1304,AR1703,중국법인,OC167,CNY,HSBC Trade Finance,2025-03-21,1021876.29,0.0346,986519.37,소구
FT1305,AR1704,싱가포르법인,OC168,SGD,BNP Paribas Factor,2025-06-23,55319.16,0.0307,53620.86,소구
FT1306,AR1707,싱가포르법인,OC168,SGD,우리은행 무역금융,2025-04-12,53631.28,0.0364,51679.1,소구
FT1307,AR1708,싱가포르법인,OC168,SGD,신한팩토링,2025-01-18,10279.64,0.0154,10121.33,소구
FT1308,AR1708,싱가포르법인,OC168,SGD,HSBC Trade Finance,2025-01-08,11707.71,0.0399,11240.57,소구
FT1309,AR1709,싱가포르법인,OC168,SGD,우리은행 무역금융,2025-03-16,21700.98,0.0274,21106.37,비소구
FT1310,AR1710,싱가포르법인,OC168,SGD,IBK기업은행,2025-02-06,92348.61,0.044,88285.27,소구
FT1311,AR1711,싱가포르법인,OC168,SGD,우리은행 무역금융,2025-05-28,41848.86,0.0153,41208.57,소구
FT1312,AR1712,싱가포르법인,OC168,SGD,IBK기업은행,2025-02-02,34900.96,0.0191,34234.35,소구
FT1313,AR1713,싱가포르법인,OC168,SGD,IBK기업은행,2025-08-07,16094.48,0.0212,15753.28,소구
FT1314,AR1714,싱가포르법인,OC168,SGD,우리은행 무역금융,2025-04-26,10804.29,0.0313,10466.12,소구
FT1315,AR1716,미국법인,OC169,USD,IBK기업은행,2025-07-06,54199.66,0.0256,52812.15,비소구
FT1316,AR1717,미국법인,OC169,USD,HSBC Trade Finance,2025-02-10,20523.51,0.0446,19608.16,비소구
FT1317,AR1718,미국법인,OC169,USD,신한팩토링,2025-06-15,12125.6,0.0242,11832.16,소구
FT1318,AR1720,미국법인,OC169,USD,HSBC Trade Finance,2025-05-04,26794.38,0.044,25615.43,소구
FT1319,AR1723,베트남법인,OC170,VND,BNP Paribas Factor,2025-08-01,1663642.18,0.0222,1626709.32,소구
FT1320,AR1724,베트남법인,OC170,VND,우리은행 무역금융,2025-06-05,1554378.68,0.0424,1488473.02,비소구
FT1321,AR1725,베트남법인,OC170,VND,HSBC Trade Finance,2025-03-24,989242.65,0.028,961543.86,소구
FT1322,AR1726,베트남법인,OC170,VND,BNP Paribas Factor,2025-02-27,845034.0,0.0375,813345.22,비소구
FT1323,AR1728,베트남법인,OC170,VND,IBK기업은행,2025-05-26,1890591.65,0.0151,1862043.72,소구
FT1324,AR1730,베트남법인,OC170,VND,신한팩토링,2025-06-26,1731949.93,0.0374,1667175.0,소구
FT1325,AR1731,베트남법인,OC170,VND,IBK기업은행,2025-02-06,39564.29,0.0304,38361.54,소구
FT1326,AR1731,베트남법인,OC170,VND,IBK기업은행,2025-02-13,17527.16,0.0413,16803.29,소구
FT1327,AR1733,베트남법인,OC170,VND,HSBC Trade Finance,2025-07-02,202218.19,0.0297,196212.31,비소구
FT1328,AR1734,중국법인,OC171,CNY,HSBC Trade Finance,2025-02-09,717447.62,0.039,689467.16,비소구
FT1329,AR1735,중국법인,OC171,CNY,HSBC Trade Finance,2025-08-13,1301560.12,0.0339,1257437.23,비소구
FT1330,AR1736,중국법인,OC171,CNY,BNP Paribas Factor,2025-06-16,89244.4,0.0227,87218.55,소구
FT1331,AR1737,중국법인,OC171,CNY,BNP Paribas Factor,2025-04-29,1452727.4,0.0434,1389679.03,소구
FT1332,AR1738,중국법인,OC171,CNY,HSBC Trade Finance,2025-01-30,743098.45,0.0251,724446.68,소구
FT1333,AR1740,중국법인,OC171,CNY,신한팩토링,2025-07-25,660603.75,0.0368,636293.53,소구
FT1334,AR1742,중국법인,OC171,CNY,우리은행 무역금융,2025-05-19,1255074.53,0.0271,1221062.01,소구
FT1335,AR1747,미국법인,OC172,USD,우리은행 무역금융,2025-06-28,17511.67,0.0175,17205.22,소구
FT1336,AR1748,미국법인,OC172,USD,HSBC Trade Finance,2025-01-20,47861.4,0.0447,45722.0,비소구
FT1337,AR1751,미국법인,OC172,USD,HSBC Trade Finance,2025-02-14,8921.09,0.045,8519.64,소구
FT1338,AR1751,미국법인,OC172,USD,신한팩토링,2025-02-23,4751.48,0.0408,4557.62,비소구
FT1339,AR1752,미국법인,OC172,USD,BNP Paribas Factor,2025-07-19,59233.12,0.0257,57710.83,소구
FT1340,AR1753,미국법인,OC172,USD,신한팩토링,2025-05-08,16824.15,0.0261,16385.04,소구
FT1341,AR1753,미국법인,OC172,USD,HSBC Trade Finance,2025-05-07,7027.45,0.0423,6730.19,비소구
FT1342,AR1754,미국법인,OC172,USD,신한팩토링,2025-08-05,45329.52,0.037,43652.33,비소구
FT1343,AR1755,중국법인,OC173,CNY,우리은행 무역금융,2025-01-31,1963326.42,0.0164,1931127.87,소구
FT1344,AR1756,중국법인,OC173,CNY,신한팩토링,2025-03-15,2559547.61,0.0402,2456653.8,비소구
FT1345,AR1757,중국법인,OC173,CNY,BNP Paribas Factor,2025-08-12,2485055.41,0.0284,2414479.84,소구
FT1346,AR1758,중국법인,OC173,CNY,우리은행 무역금융,2025-06-30,1440165.85,0.0373,1386447.66,비소구
FT1347,AR1760,중국법인,OC173,CNY,신한팩토링,2025-03-08,1276019.55,0.0368,1229062.03,비소구
FT1348,AR1761,중국법인,OC173,CNY,신한팩토링,2025-03-12,132356.36,0.0257,128954.8,비소구
FT1349,AR1762,중국법인,OC173,CNY,BNP Paribas Factor,2025-01-21,1383227.97,0.026,1347264.04,소구
FT1350,AR1763,중국법인,OC173,CNY,BNP Paribas Factor,2025-05-09,1862596.45,0.0171,1830746.05,소구
FT1351,AR1766,중국법인,OC173,CNY,BNP Paribas Factor,2025-05-31,734586.36,0.0264,715193.28,소구
FT1352,AR1766,중국법인,OC173,CNY,우리은행 무역금융,2025-06-07,205012.73,0.032,198452.32,소구
FT1353,AR1767,중국법인,OC173,CNY,우리은행 무역금융,2025-07-04,479796.49,0.0185,470920.25,소구
FT1354,AR1767,중국법인,OC173,CNY,우리은행 무역금융,2025-07-04,198057.11,0.0151,195066.45,소구
FT1355,AR1768,중국법인,OC174,CNY,HSBC Trade Finance,2025-04-02,2159838.45,0.0417,2069773.19,소구
FT1356,AR1769,중국법인,OC174,CNY,신한팩토링,2025-02-03,1710169.03,0.024,1669124.97,소구
FT1357,AR1770,중국법인,OC174,CNY,IBK기업은행,2025-02-20,780666.44,0.0152,768800.31,소구
FT1358,AR1771,중국법인,OC174,CNY,IBK기업은행,2025-07-01,1704685.56,0.0384,1639225.63,소구
FT1359,AR1771,중국법인,OC174,CNY,BNP Paribas Factor,2025-06-24,396568.4,0.027,385861.05,소구
FT1360,AR1772,중국법인,OC174,CNY,신한팩토링,2025-04-26,668240.43,0.0297,648393.69,소구
FT1361,AR1772,중국법인,OC174,CNY,HSBC Trade Finance,2025-05-05,328647.24,0.0174,322928.78,소구
FT1362,AR1773,중국법인,OC174,CNY,IBK기업은행,2025-07-19,934525.11,0.0245,911629.24,비소구
FT1363,AR1774,중국법인,OC174,CNY,BNP Paribas Factor,2025-03-30,1330008.93,0.0391,1278005.58,소구
FT1364,AR1775,베트남법인,OC175,VND,신한팩토링,2025-07-02,624110.94,0.0418,598023.1,비소구
FT1365,AR1776,베트남법인,OC175,VND,신한팩토링,2025-04-25,1795102.59,0.0158,1766739.97,비소구
FT1366,AR1777,베트남법인,OC175,VND,우리은행 무역금융,2025-03-24,606816.0,0.0268,590553.33,소구
FT1367,AR1778,베트남법인,OC175,VND,HSBC Trade Finance,2025-07-19,1759493.72,0.0299,1706884.86,소구
FT1368,AR1779,베트남법인,OC175,VND,신한팩토링,2025-02-12,933204.66,0.0313,903995.35,소구
FT1369,AR1780,베트남법인,OC175,VND,BNP Paribas Factor,2025-06-01,1335231.34,0.0175,1311864.79,소구
FT1370,AR1781,베트남법인,OC175,VND,BNP Paribas Factor,2025-04-02,1119526.31,0.0294,1086612.24,소구
FT1371,AR1782,베트남법인,OC175,VND,신한팩토링,2025-03-07,1068933.81,0.0152,1052686.02,소구
FT1372,AR1783,베트남법인,OC175,VND,HSBC Trade Finance,2025-08-12,929657.89,0.0332,898793.25,소구
FT1373,AR1784,베트남법인,OC175,VND,신한팩토링,2025-03-12,737759.63,0.0328,713561.11,비소구
FT1374,AR1785,베트남법인,OC175,VND,신한팩토링,2025-02-15,1208551.92,0.0429,1156705.04,비소구
FT1375,AR1786,베트남법인,OC175,VND,신한팩토링,2025-02-27,1411272.53,0.0233,1378389.88,비소구
FT1376,AR1787,싱가포르법인,OC176,SGD,신한팩토링,2025-07-27,33556.55,0.017,32986.09,소구
FT1377,AR1788,싱가포르법인,OC176,SGD,신한팩토링,2025-05-17,82664.88,0.0419,79201.22,비소구
FT1378,AR1790,싱가포르법인,OC176,SGD,신한팩토링,2025-03-20,38207.13,0.0169,37561.43,소구
FT1379,AR1791,싱가포르법인,OC176,SGD,IBK기업은행,2025-02-25,56676.95,0.0425,54268.18,소구
FT1380,AR1793,싱가포르법인,OC176,SGD,BNP Paribas Factor,2025-04-19,44307.24,0.0234,43270.45,소구
FT1381,AR1794,싱가포르법인,OC176,SGD,IBK기업은행,2025-06-18,19186.97,0.0364,18488.56,비소구
FT1382,AR1795,싱가포르법인,OC176,SGD,신한팩토링,2025-05-15,15993.69,0.033,15465.9,소구
FT1383,AR1797,독일법인,OC177,EUR,신한팩토링,2025-02-06,28765.32,0.0379,27675.11,소구
FT1384,AR1799,독일법인,OC177,EUR,BNP Paribas Factor,2025-08-03,95137.73,0.0171,93510.87,소구
FT1385,AR1800,독일법인,OC177,EUR,BNP Paribas Factor,2025-05-10,38241.27,0.017,37591.17,소구
FT1386,AR1801,독일법인,OC177,EUR,IBK기업은행,2025-08-06,13835.38,0.0172,13597.41,비소구
FT1387,AR1802,독일법인,OC177,EUR,신한팩토링,2025-02-12,53622.34,0.042,51370.2,비소구
FT1388,AR1803,독일법인,OC177,EUR,우리은행 무역금융,2025-03-26,57507.54,0.0182,56460.9,비소구
FT1389,AR1804,독일법인,OC177,EUR,BNP Paribas Factor,2025-07-14,68000.85,0.0331,65750.02,소구
FT1390,AR1805,독일법인,OC177,EUR,신한팩토링,2025-01-11,74907.93,0.0184,73529.62,소구
FT1391,AR1806,독일법인,OC177,EUR,HSBC Trade Finance,2025-06-17,45788.08,0.027,44551.8,소구
FT1392,AR1807,독일법인,OC177,EUR,BNP Paribas Factor,2025-03-05,16448.41,0.0155,16193.46,소구
FT1393,AR1808,베트남법인,OC178,VND,신한팩토링,2025-07-07,1477376.28,0.0243,1441476.04,비소구
FT1394,AR1809,베트남법인,OC178,VND,신한팩토링,2025-02-21,778341.21,0.0241,759583.19,비소구
FT1395,AR1811,베트남법인,OC178,VND,신한팩토링,2025-03-12,272760.53,0.034,263486.67,소구
FT1396,AR1811,베트남법인,OC178,VND,HSBC Trade Finance,2025-03-15,217661.27,0.0429,208323.6,비소구
FT1397,AR1812,베트남법인,OC178,VND,HSBC Trade Finance,2025-08-10,751278.06,0.0444,717921.31,소구
FT1398,AR1814,베트남법인,OC178,VND,신한팩토링,2025-03-31,1236136.22,0.0274,1202266.09,소구
FT1399,AR1816,베트남법인,OC178,VND,우리은행 무역금융,2025-07-03,363859.81,0.0353,351015.56,비소구
FT1400,AR1816,베트남법인,OC178,VND,BNP Paribas Factor,2025-07-01,294857.34,0.0295,286159.05,소구
FT1401,AR1817,베트남법인,OC178,VND,우리은행 무역금융,2025-03-07,1281796.6,0.0221,1253468.9,비소구
FT1402,AR1818,베트남법인,OC178,VND,BNP Paribas Factor,2025-03-12,308811.93,0.0351,297972.63,비소구
FT1403,AR1819,베트남법인,OC178,VND,HSBC Trade Finance,2025-04-20,1343177.62,0.0224,1313090.44,비소구
FT1404,AR1820,베트남법인,OC179,VND,신한팩토링,2025-05-23,853288.38,0.0235,833236.1,비소구
FT1405,AR1821,베트남법인,OC179,VND,BNP Paribas Factor,2025-03-18,991254.63,0.027,964490.75,소구
FT1406,AR1822,베트남법인,OC179,VND,IBK기업은행,2025-01-24,1187817.78,0.0326,1149094.92,소구
FT1407,AR1823,베트남법인,OC179,VND,HSBC Trade Finance,2025-04-06,529378.78,0.033,511909.28,소구
FT1408,AR1823,베트남법인,OC179,VND,신한팩토링,2025-04-05,384041.53,0.0333,371252.95,소구
FT1409,AR1824,베트남법인,OC179,VND,IBK기업은행,2025-04-17,2261257.34,0.0428,2164475.53,소구
FT1410,AR1827,베트남법인,OC179,VND,신한팩토링,2025-03-13,2622452.55,0.036,2528044.26,소구
FT1411,AR1828,베트남법인,OC179,VND,IBK기업은행,2025-03-16,621587.43,0.0175,610709.65,비소구
FT1412,AR1829,싱가포르법인,OC180,SGD,IBK기업은행,2025-04-02,19335.13,0.0428,18507.59,비소구
FT1413,AR1831,싱가포르법인,OC180,SGD,BNP Paribas Factor,2025-05-15,24493.15,0.0338,23665.28,소구
FT1414,AR1832,싱가포르법인,OC180,SGD,HSBC Trade Finance,2025-07-21,98721.71,0.0293,95829.16,소구
FT1415,AR1833,싱가포르법인,OC180,SGD,신한팩토링,2025-03-28,16764.31,0.0428,16046.8,소구
FT1416,AR1834,싱가포르법인,OC180,SGD,BNP Paribas Factor,2025-06-28,3183.28,0.03,3087.78,소구
FT1417,AR1835,베트남법인,OC181,VND,HSBC Trade Finance,2025-08-12,1997799.69,0.0264,1945057.78,소구
FT1418,AR1836,베트남법인,OC181,VND,BNP Paribas Factor,2025-05-10,397761.46,0.0445,380061.08,비소구
FT1419,AR1837,베트남법인,OC181,VND,IBK기업은행,2025-01-18,1142971.01,0.0286,1110282.04,비소구
FT1420,AR1839,베트남법인,OC181,VND,우리은행 무역금융,2025-01-20,1079194.79,0.0154,1062575.19,소구
FT1421,AR1840,베트남법인,OC181,VND,BNP Paribas Factor,2025-06-07,263276.44,0.0241,256931.48,소구
FT1422,AR1841,베트남법인,OC181,VND,신한팩토링,2025-03-29,1232881.26,0.0435,1179250.93,소구
FT1423,AR1842,베트남법인,OC181,VND,우리은행 무역금융,2025-04-28,181082.43,0.02,177460.78,소구
FT1424,AR1843,베트남법인,OC181,VND,우리은행 무역금융,2025-03-21,2086775.38,0.0252,2034188.64,소구
FT1425,AR1844,베트남법인,OC181,VND,BNP Paribas Factor,2025-02-12,392625.95,0.0242,383124.4,소구
FT1426,AR1845,중국법인,OC182,CNY,BNP Paribas Factor,2025-04-13,586569.88,0.0205,574545.2,비소구
FT1427,AR1847,중국법인,OC182,CNY,HSBC Trade Finance,2025-01-17,1012854.16,0.0391,973251.56,소구
FT1428,AR1848,중국법인,OC182,CNY,IBK기업은행,2025-07-07,2003701.73,0.018,1967635.1,소구
FT1429,AR1849,중국법인,OC182,CNY,IBK기업은행,2025-08-08,1242388.48,0.0429,1189090.01,비소구
