회수ID,채권ID,법인명,고객ID,회수일자,회수금액,통화
RC1964,AR1878,중국법인,OC185,2025-06-30,1265904.5,CNY
RC1965,AR1879,중국법인,OC185,2025-06-30,1295890.0,CNY
RC1966,AR1880,중국법인,OC185,2025-06-30,285653.5,CNY
RC1967,AR1880,중국법인,OC185,2025-06-30,285653.5,CNY
RC1968,AR1882,중국법인,OC185,2025-06-30,696311.5,CNY
RC1969,AR1882,중국법인,OC185,2025-06-30,696311.5,CNY
RC1970,AR1885,중국법인,OC185,2025-02-22,850434.5,CNY
RC1971,AR1886,중국법인,OC185,2025-06-30,733677.5,CNY
RC1972,AR1886,중국법인,OC185,2025-04-19,733677.5,CNY
RC1973,AR1887,중국법인,OC185,2025-06-30,663782.5,CNY
RC1974,AR1887,중국법인,OC185,2025-06-30,663782.5,CNY
RC1975,AR1888,중국법인,OC185,2025-06-30,924223.0,CNY
RC1976,AR1888,중국법인,OC185,2025-06-30,924223.0,CNY
RC1977,AR1889,독일법인,OC186,2025-03-26,71816.54,EUR
RC1978,AR1890,독일법인,OC186,2025-06-30,47917.06,EUR
RC1979,AR1892,독일법인,OC186,2025-04-01,18923.16,EUR
RC1980,AR1892,독일법인,OC186,2025-03-13,18923.16,EUR
RC1981,AR1893,독일법인,OC186,2025-03-17,39247.6,EUR
RC1982,AR1895,독일법인,OC186,2025-06-30,8419.66,EUR
RC1983,AR1896,독일법인,OC186,2025-06-30,63492.14,EUR
RC1984,AR1898,독일법인,OC186,2025-03-26,53205.6,EUR
RC1985,AR1899,독일법인,OC186,2025-06-30,67284.05,EUR
RC1986,AR1900,독일법인,OC186,2025-02-04,36689.18,EUR
RC1987,AR1901,싱가포르법인,OC187,2025-06-30,66754.39,SGD
RC1988,AR1902,싱가포르법인,OC187,2025-06-30,89366.58,SGD
RC1989,AR1903,싱가포르법인,OC187,2025-06-30,43018.14,SGD
RC1990,AR1903,싱가포르법인,OC187,2025-06-30,43018.15,SGD
RC1991,AR1904,싱가포르법인,OC187,2025-06-30,45858.88,SGD
RC1992,AR1904,싱가포르법인,OC187,2025-06-30,45858.87,SGD
RC1993,AR1905,싱가포르법인,OC187,2025-04-25,21556.2,SGD
RC1994,AR1905,싱가포르법인,OC187,2025-06-30,21556.2,SGD
RC1995,AR1906,싱가포르법인,OC187,2025-06-30,19372.4,SGD
RC1996,AR1906,싱가포르법인,OC187,2025-06-30,19372.4,SGD
RC1997,AR1908,싱가포르법인,OC187,2025-03-29,80084.25,SGD
RC1998,AR1911,싱가포르법인,OC187,2025-06-30,31807.12,SGD
RC1999,AR1913,싱가포르법인,OC188,2025-05-05,9416.1,SGD
RC2000,AR1915,싱가포르법인,OC188,2025-06-30,4162.44,SGD
RC2001,AR1915,싱가포르법인,OC188,2025-06-30,4162.43,SGD
RC2002,AR1916,싱가포르법인,OC188,2025-06-30,60232.89,SGD
RC2003,AR1917,싱가포르법인,OC188,2025-06-30,67513.24,SGD
RC2004,AR1918,싱가포르법인,OC188,2025-06-30,11325.65,SGD
RC2005,AR1919,싱가포르법인,OC188,2025-06-30,110910.77,SGD
RC2006,AR1920,싱가포르법인,OC188,2025-06-30,17304.02,SGD
RC2007,AR1921,싱가포르법인,OC189,2025-06-30,38617.94,SGD
RC2008,AR1921,싱가포르법인,OC189,2025-06-29,38617.94,SGD
RC2009,AR1923,싱가포르법인,OC189,2025-06-30,45710.91,SGD
RC2010,AR1923,싱가포르법인,OC189,2025-06-30,45710.91,SGD
RC2011,AR1924,싱가포르법인,OC189,2025-05-13,55835.32,SGD
RC2012,AR1924,싱가포르법인,OC189,2025-05-22,55835.33,SGD
RC2013,AR1926,싱가포르법인,OC189,2025-03-18,56416.5,SGD
RC2014,AR1926,싱가포르법인,OC189,2025-05-11,56416.5,SGD
RC2015,AR1927,싱가포르법인,OC189,2025-06-30,2430.64,SGD
RC2016,AR1927,싱가포르법인,OC189,2025-06-30,2430.65,SGD
RC2017,AR1928,독일법인,OC190,2025-06-30,60085.4,EUR
RC2018,AR1929,독일법인,OC190,2025-05-06,19121.52,EUR
RC2019,AR1929,독일법인,OC190,2025-06-22,19121.52,EUR
RC2020,AR1930,독일법인,OC190,2025-06-30,27343.2,EUR
RC2021,AR1930,독일법인,OC190,2025-06-30,27343.2,EUR
RC2022,AR1931,독일법인,OC190,2025-06-30,6678.77,EUR
RC2023,AR1933,독일법인,OC190,2025-06-30,97132.83,EUR
RC2024,AR1934,독일법인,OC190,2025-06-30,13192.23,EUR
RC2025,AR1934,독일법인,OC190,2025-06-30,13192.23,EUR
RC2026,AR1935,독일법인,OC190,2025-05-31,45804.34,EUR
RC2027,AR1935,독일법인,OC190,2025-06-30,45804.33,EUR
RC2028,AR1936,독일법인,OC190,2025-06-30,18707.35,EUR
RC2029,AR1936,독일법인,OC190,2025-06-30,18707.35,EUR
RC2030,AR1937,독일법인,OC190,2025-06-30,21480.7,EUR
RC2031,AR1937,독일법인,OC190,2025-06-30,21480.7,EUR
RC2032,AR1939,독일법인,OC191,2025-04-03,6886.16,EUR
RC2033,AR1939,독일법인,OC191,2025-05-03,6886.16,EUR
RC2034,AR1940,독일법인,OC191,2025-06-30,16375.92,EUR
RC2035,AR1940,독일법인,OC191,2025-06-30,16375.92,EUR
RC2036,AR1942,독일법인,OC191,2025-06-30,102750.94,EUR
RC2037,AR1943,독일법인,OC191,2025-03-28,9730.22,EUR
RC2038,AR1943,독일법인,OC191,2025-04-04,9730.21,EUR
RC2039,AR1945,독일법인,OC191,2025-06-30,13932.06,EUR
RC2040,AR1945,독일법인,OC191,2025-06-14,13932.06,EUR
RC2041,AR1946,독일법인,OC191,2025-06-30,29108.82,EUR
RC2042,AR1947,독일법인,OC191,2025-06-06,37602.92,EUR
RC2043,AR1947,독일법인,OC191,2025-06-23,37602.92,EUR
RC2044,AR1948,독일법인,OC191,2025-06-11,87219.64,EUR
RC2045,AR1949,베트남법인,OC192,2025-06-30,95706.0,VND
RC2046,AR1950,베트남법인,OC192,2025-06-30,499147.5,VND
RC2047,AR1950,베트남법인,OC192,2025-06-30,499147.5,VND
RC2048,AR1951,베트남법인,OC192,2025-06-30,2098153.0,VND
RC2049,AR1953,베트남법인,OC192,2025-06-30,172678.5,VND
RC2050,AR1953,베트남법인,OC192,2025-06-30,172678.5,VND
RC2051,AR1954,베트남법인,OC192,2025-02-08,2467795.0,VND
RC2052,AR1955,베트남법인,OC192,2025-06-30,471486.0,VND
RC2053,AR1956,베트남법인,OC192,2025-06-30,619087.0,VND
RC2054,AR1957,독일법인,OC193,2025-06-30,54498.18,EUR
RC2055,AR1957,독일법인,OC193,2025-06-30,54498.19,EUR
RC2056,AR1960,독일법인,OC193,2025-06-30,25964.86,EUR
RC2057,AR1962,독일법인,OC193,2025-03-15,43389.27,EUR
RC2058,AR1962,독일법인,OC193,2025-05-05,43389.27,EUR
RC2059,AR1964,독일법인,OC193,2025-06-30,38109.92,EUR
RC2060,AR1964,독일법인,OC193,2025-06-30,38109.92,EUR
RC2061,AR1965,독일법인,OC193,2025-03-10,36033.74,EUR
RC2062,AR1967,독일법인,OC193,2025-06-30,38331.11,EUR
RC2063,AR1967,독일법인,OC193,2025-06-30,38331.1,EUR
RC2064,AR1969,독일법인,OC193,2025-06-30,110270.18,EUR
RC2065,AR1971,미국법인,OC194,2025-06-30,17263.84,USD
RC2066,AR1971,미국법인,OC194,2025-06-30,17263.83,USD
RC2067,AR1972,미국법인,OC194,2025-06-30,86295.95,USD
RC2068,AR1974,미국법인,OC194,2025-02-22,12461.16,USD
RC2069,AR1975,미국법인,OC194,2025-06-30,75125.59,USD
RC2070,AR1976,미국법인,OC194,2025-06-30,6421.87,USD
RC2071,AR1977,미국법인,OC194,2025-04-22,43653.87,USD
RC2072,AR1978,중국법인,OC195,2025-06-30,2144228.0,CNY
RC2073,AR1979,중국법인,OC195,2025-06-30,1368467.0,CNY
RC2074,AR1979,중국법인,OC195,2025-06-30,1368467.0,CNY
RC2075,AR1980,중국법인,OC195,2025-06-30,1317593.0,CNY
RC2076,AR1981,중국법인,OC195,2025-06-30,2335363.0,CNY
RC2077,AR1982,중국법인,OC195,2025-06-30,41262.5,CNY
RC2078,AR1982,중국법인,OC195,2025-06-30,41262.5,CNY
RC2079,AR1983,중국법인,OC195,2025-06-30,1038486.0,CNY
RC2080,AR1983,중국법인,OC195,2025-06-30,1038486.0,CNY
RC2081,AR1985,중국법인,OC195,2025-04-18,2420207.0,CNY
RC2082,AR1986,중국법인,OC195,2025-05-19,361504.25,CNY
RC2083,AR1986,중국법인,OC195,2025-06-30,361504.25,CNY
RC2084,AR1987,중국법인,OC195,2025-06-18,555611.0,CNY
RC2085,AR1988,독일법인,OC196,2025-06-30,43817.58,EUR
RC2086,AR1988,독일법인,OC196,2025-06-30,43817.59,EUR
RC2087,AR1989,독일법인,OC196,2025-06-30,56971.65,EUR
RC2088,AR1989,독일법인,OC196,2025-06-30,56971.65,EUR
RC2089,AR1990,독일법인,OC196,2025-06-30,115101.38,EUR
RC2090,AR1991,독일법인,OC196,2025-06-30,26736.98,EUR
RC2091,AR1991,독일법인,OC196,2025-06-30,26736.97,EUR
RC2092,AR1993,독일법인,OC196,2025-06-30,7225.76,EUR
RC2093,AR1993,독일법인,OC196,2025-06-30,7225.75,EUR
RC2094,AR1996,중국법인,OC197,2025-06-30,99410.25,CNY
RC2095,AR1996,중국법인,OC197,2025-06-30,99410.25,CNY
RC2096,AR1997,중국법인,OC197,2025-04-29,1668775.0,CNY
RC2097,AR1998,중국법인,OC197,2025-06-30,618951.0,CNY
RC2098,AR1999,중국법인,OC197,2025-05-04,287674.5,CNY
RC2099,AR1999,중국법인,OC197,2025-06-22,287674.5,CNY
RC2100,AR2000,중국법인,OC197,2025-05-15,718439.0,CNY
RC2101,AR2001,중국법인,OC197,2025-06-30,1320363.0,CNY
RC2102,AR2002,중국법인,OC197,2025-04-22,1463153.5,CNY
RC2103,AR2004,중국법인,OC197,2025-06-30,751355.0,CNY
RC2104,AR2005,중국법인,OC197,2025-06-30,2295345.0,CNY
RC2105,AR2006,싱가포르법인,OC198,2025-05-02,60608.45,SGD
RC2106,AR2007,싱가포르법인,OC198,2025-06-30,36177.02,SGD
RC2107,AR2007,싱가포르법인,OC198,2025-06-30,36177.03,SGD
RC2108,AR2008,싱가포르법인,OC198,2025-05-05,19385.93,SGD
RC2109,AR2009,싱가포르법인,OC198,2025-06-30,70362.92,SGD
RC2110,AR2010,싱가포르법인,OC198,2025-06-30,29372.09,SGD
RC2111,AR2012,싱가포르법인,OC198,2025-06-16,82078.57,SGD
RC2112,AR2013,싱가포르법인,OC198,2025-02-13,117625.85,SGD
RC2113,AR2014,싱가포르법인,OC198,2025-06-28,15513.69,SGD
RC2114,AR2014,싱가포르법인,OC198,2025-06-06,15513.69,SGD
RC2115,AR2015,싱가포르법인,OC198,2025-05-19,116614.93,SGD
RC2116,AR2016,싱가포르법인,OC198,2025-06-23,24152.86,SGD
RC2117,AR2016,싱가포르법인,OC198,2025-06-30,24152.85,SGD
RC2118,AR2018,중국법인,OC199,2025-06-30,786789.5,CNY
RC2119,AR2018,중국법인,OC199,2025-04-24,786789.5,CNY
RC2120,AR2020,중국법인,OC199,2025-06-30,31108.0,CNY
RC2121,AR2020,중국법인,OC199,2025-06-09,31108.0,CNY
RC2122,AR2021,중국법인,OC199,2025-06-30,152276.5,CNY
RC2123,AR2023,중국법인,OC199,2025-06-23,857666.5,CNY
RC2124,AR2023,중국법인,OC199,2025-05-15,857666.5,CNY
RC2125,AR2024,중국법인,OC199,2025-05-10,112991.0,CNY
RC2126,AR2028,중국법인,OC199,2025-06-30,246354.5,CNY
RC2127,AR2028,중국법인,OC199,2025-06-30,246354.5,CNY
RC2128,AR2029,중국법인,OC199,2025-06-30,978093.0,CNY
RC2129,AR2029,중국법인,OC199,2025-06-30,978093.0,CNY
RC2130,AR2030,중국법인,OC199,2025-05-24,2053757.0,CNY
RC2131,AR2031,중국법인,OC200,2025-06-30,1236953.0,CNY
RC2132,AR2031,중국법인,OC200,2025-06-30,1236953.0,CNY
RC2133,AR2032,중국법인,OC200,2025-05-05,1073088.0,CNY
RC2134,AR2032,중국법인,OC200,2025-04-13,1073088.0,CNY
RC2135,AR2033,중국법인,OC200,2025-04-25,206249.75,CNY
RC2136,AR2033,중국법인,OC200,2025-05-24,206249.75,CNY
RC2137,AR2035,중국법인,OC200,2025-06-15,142507.0,CNY
RC2138,AR2036,중국법인,OC200,2025-06-30,1064466.0,CNY
RC2139,AR2036,중국법인,OC200,2025-06-30,1064466.0,CNY
RC2140,AR2037,중국법인,OC200,2025-06-30,170745.0,CNY
RC2141,AR2037,중국법인,OC200,2025-06-19,170745.0,CNY
RC2142,AR2039,중국법인,OC200,2025-06-30,1419344.5,CNY
RC2143,AR2039,중국법인,OC200,2025-06-30,1419344.5,CNY
RC2144,AR2042,중국법인,OC200,2025-06-30,167628.0,CNY
RC2145,AR2043,중국법인,OC200,2025-03-28,206417.5,CNY
